Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
"Scope out, and Tear down the old Automated Compliance Tester for reuse with Voltron",CTET-4238,80740,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,30/Jul/24 9:30 AM,14/Aug/24 6:40 AM,14/Aug/24 8:48 AM,14/Aug/24 6:40 AM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5bb06208,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076kd:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_422085021_*|*_10000_*:*_1_*:*_863746954_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,14/Aug/24 6:40 AM
Do design review for Micro Inverter Cart,CTET-4237,80731,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,29/Jul/24 1:31 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Dillon Dawson,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b6aaf4e,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i074q9:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,In Progress,01/Aug/24 2:03 PM
Fix other side of ACcPV cart,CTET-4232,80724,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,29/Jul/24 11:07 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6833202a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0743p:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,In Progress,01/Aug/24 8:33 AM
Examine NI RF Tester,CTET-4223,80702,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,26/Jul/24 10:48 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6e9410f2,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3011,24-Q2-KR8.2: Penguin LTE Test Method Determined,,,,,,,,,,0.0,,,,,,,,,,,,,2|i074kx:,,,,,,,,,,,,,,,,,,,,,CTET 72424,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78312,24-Q2-KR8.2: Penguin LTE Test Method Determined,In Progress,26/Jul/24 1:33 PM
Inter-Penguin Communication,CTET-4221,80700,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,26/Jul/24 10:45 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@69846ee5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3011,24-Q2-KR8.2: Penguin LTE Test Method Determined,,,,,,,,,,0.0,,,,,,,,,,,,,2|i074kh:,,,,,,,,,,,,,,,,,,,,,CTET 72424,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78312,24-Q2-KR8.2: Penguin LTE Test Method Determined,In Progress,26/Jul/24 11:28 AM
Create Go script to full charge and discharge Battery Cabinet,CTET-4220,80699,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,26/Jul/24 9:16 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@71e4e416,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07507:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,01/Aug/24 7:54 AM
PID Ramp Optimization ,CTET-4213,80690,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,25/Jul/24 11:25 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,25/Jul/24 11:33 PM,,0,,,,,Jens Clausen,,712020:5189a75b-0b51-4fee-bf59-340c18b71135,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2305fd7f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,0.0,,,,,,,,,,,,,2|i071zb:9,,,,,,,,,,,,,,,,,,,,,CTET 72424,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_478558,,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",In Progress,25/Jul/24 11:33 PM
machine specs for the shop build ,CTET-4187,80649,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,24/Jul/24 3:23 PM,13/Aug/24 3:34 PM,14/Aug/24 8:48 AM,13/Aug/24 3:34 PM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b5d4f89,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ad:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_115548073_*|*_10000_*:*_1_*:*_1613085132_*|*_10001_*:*_1_*:*_0,,,68003,Lab Buildout,Done,13/Aug/24 3:34 PM
Modify Voltron to implement new plugin interface,CTET-4167,80622,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,24/Jul/24 9:28 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,29/Jul/24 5:25 AM,,0,,,,,Seun Osiyemi,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28028cee,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0744x:,,,,,,,,,,,,,,,,,,,,,CTET 72424,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,10547_*:*_1_*:*_312235490_*|*_10000_*:*_2_*:*_105226775,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,29/Jul/24 11:38 AM
implement error handler ,CTET-4164,80618,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,24/Jul/24 9:08 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@576f97cf,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,,,,,0.0,,,,,,,,,,,,,2|i073w9:,,,,,,,,,,,,,,,,,,,,,CTET 72424,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,To Do,24/Jul/24 9:08 AM
Write Gen Integration code,CTET-4131,80585,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,24/Jul/24 6:59 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,We will use a separate contactor box that we can integrate HSB and Portable. ,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5799feb2,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07534:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,To Do,24/Jul/24 6:59 AM
Create Bugs for August FW-RC,CTET-4128,80582,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,24/Jul/24 6:55 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@96224fb,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0743w:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,In Progress,14/Aug/24 7:01 AM
Update Issue Summary for August FW-RC,CTET-4127,80581,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,24/Jul/24 6:54 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@276344c9,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07443:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,In Progress,13/Aug/24 8:21 AM
Merge code changes into development branch,CTET-4119,80569,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,23/Jul/24 2:23 PM,07/Aug/24 12:41 PM,14/Aug/24 8:48 AM,07/Aug/24 12:41 PM,,0,,,,,Chris Zamora,,712020:4699bb68-5508-46dc-b636-cb217bf4188c,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7617c3d6,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2994,24-Q2-KR1.1: Update Flash Station Firmware,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0752w:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_350728215_*|*_10000_*:*_1_*:*_939114220_*|*_10001_*:*_1_*:*_0,,,78295,24-Q2-KR1.1: Update Flash Station Firmware,Done,07/Aug/24 12:41 PM
Blue Marlin FW Release Testing: August 2024,CTET-4003,80349,Test Execution,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,14/Jul/24 9:33 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,Blue_Marlin,R2-Regression,"Execution of the release test set and pre-compliance test set for Blue Marlin System FW received in July 15, 2024.
The release candidates tested are:
Manta: 
BMU: 
INV: 
This testing is done to close the loop on these release candidates and ensure stable and reliable FW for alpha sites, test systems, and production.",,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@606c77ad,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0752n:,,,,,,,,,,,,,,,,,,,,,CTET 71024,CTET 80724,CTET 81424,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,In Progress,12/Aug/24 9:07 PM
Conduct thermal modeling,CTET-3945,80255,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,10/Jul/24 4:37 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,10/Jul/24 4:41 PM,,0,,,,,Jens Clausen,,712020:5189a75b-0b51-4fee-bf59-340c18b71135,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1f333b95,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,0.0,,,,,,,,,,,,,2|i071zb:,,,,,,,,,,,,,,,,,,,,,CTET 71024,CTET 71724,CTET 72424,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,8.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_222457,,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",In Progress,10/Jul/24 4:41 PM
Write ACPV functionality test script,CTET-3919,80225,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Minor,,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,10/Jul/24 11:12 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,"Write test script to test ACcPV compatibility.

Check limits and switching for ACcPV to and from islanding.

Check BMU behavior at top end of SoC.

[[CTET-2064] INV-EP-Val-11 ACcPV interaction - JIRA (atlassian.net)|https://neurio.atlassian.net/browse/CTET-2064]",,Seun Osiyemi,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@338e78d7,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i074tv:,,,,,5.0,,,,,,,,,,,,,,,,CTET 71024,CTET 71724,CTET 72424,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,8.0,,,0.0,,,,,,,,,,3.0,,,,,,,"30/Jul/24 11:55 AM;60957172a56f2f006f65f1e9;Requires child functions:
- Created function to validate the position of the grid and branch relays.",02/Aug/24 9:03 AM;60957172a56f2f006f65f1e9;[[CTET-4169] Write function to compare relay states - JIRA (atlassian.net)|https://neurio.atlassian.net/browse/CTET-4169],78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,02/Aug/24 6:16 AM
Create System Mode Priority Plugin,CTET-3892,80195,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,10/Jul/24 6:48 AM,07/Aug/24 2:27 PM,14/Aug/24 8:48 AM,,,0,,,Create plugin file. ,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@59650559,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzgkz:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,18/Jul/24 11:34 AM;712020:6db8ec7c-44cf-4e10-b192-736802f9538b;brainstorm how to do this test,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,To Do,10/Jul/24 6:48 AM
Add high-res WAGO Connector CAD Model to CTET Mechanical Inverter Model,CTET-3747,79848,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,28/Jun/24 9:48 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7d5412ed,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3052,24-Q2-KR3.4: Inverter EOL Design and Implement Interface Fixture,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07500:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78478,24-Q2-KR3.4: Inverter EOL Design and Implement Interface Fixture,In Progress,05/Aug/24 9:25 AM
