Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (CTET custom link),Outward issue link (CTET custom link),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Create FW Bugs and Include Details,CTET-3785,79929,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,03/Jul/24 9:11 AM,09/Jul/24 2:38 PM,09/Jul/24 3:47 PM,08/Jul/24 7:12 AM,,0,,,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@cfb811f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06zv9:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_424904398,,,,,,,Done,09/Jul/24 2:38 PM
Assist Jens with thermal burn in enclosure build,CTET-3784,79928,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,03/Jul/24 9:10 AM,08/Jul/24 6:14 PM,09/Jul/24 3:47 PM,08/Jul/24 6:14 PM,,0,,,,,,,Dillon Dawson,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c8407e1,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06zup:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_464664817_*|*_10001_*:*_1_*:*_0,,,,,,,Done,08/Jul/24 6:14 PM
"Add 5 ton HVAC to reno voltorn setup, Update the system.",CTET-3783,79927,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,03/Jul/24 9:05 AM,08/Jul/24 4:02 PM,09/Jul/24 3:47 PM,08/Jul/24 4:02 PM,,0,,,,,,,phill.McC,,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1037477f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,0.0,,,,,,,,,,,,,2|i06zuh:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_456988761_*|*_10001_*:*_1_*:*_0,,,,,68003,Lab Buildout,Done,08/Jul/24 4:02 PM
Integration of Plugin Discovery to AC Voltage,CTET-3776,79914,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,02/Jul/24 11:28 PM,03/Jul/24 9:53 AM,09/Jul/24 3:47 PM,,10/Jul/24 12:00 AM,0,EOL_INV_SW,NPI1B,PluginDiscovery,,,,aaron.zetley,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@23a0fec6,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3002,24-Q2-KR3.2: Inverter Production Code Merged to Main,,,,,,0.0,,,,,,,,,,,,,2|i06zrt:,,,,,3.0,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78303,24-Q2-KR3.2: Inverter Production Code Merged to Main,To Do,02/Jul/24 11:28 PM
Integration of Plugin Discovery into Confirm Communication Test,CTET-3775,79913,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,02/Jul/24 11:27 PM,03/Jul/24 9:16 AM,09/Jul/24 3:47 PM,,10/Jul/24 12:00 AM,0,EOL_INV_SW,NPI1B,PluginDiscovery,,,,aaron.zetley,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@caec0f5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3002,24-Q2-KR3.2: Inverter Production Code Merged to Main,,,,,,0.0,,,,,,,,,,,,,2|i06zzd:,,,,,3.0,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78303,24-Q2-KR3.2: Inverter Production Code Merged to Main,To Do,02/Jul/24 11:27 PM
Order ALC PCBA Fixture Safety Cover Parts,CTET-3774,79912,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,02/Jul/24 11:20 PM,09/Jul/24 3:09 PM,09/Jul/24 3:47 PM,,,0,,,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@43e9af26,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2968,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,,,,,,0.0,,,,,,,,,,,,,2|i06zid:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78152,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,To Do,02/Jul/24 11:20 PM
Workday courses completion,CTET-3771,79908,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,02/Jul/24 3:56 PM,08/Jul/24 9:11 AM,09/Jul/24 3:47 PM,08/Jul/24 9:11 AM,,0,,,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a7430ab,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06z48:zzzzz9,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_494094172_*|*_10001_*:*_1_*:*_0,,,,,,,Done,08/Jul/24 9:11 AM
Manta PCBA tester validation - Flash Unit,CTET-3770,79907,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,02/Jul/24 3:55 PM,03/Jul/24 10:56 AM,09/Jul/24 3:47 PM,,,0,,,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@58d48168,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,0.0,,,,,,,,,,,,,2|i06z48:zzzzyi,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,To Do,02/Jul/24 3:55 PM
"Install factoryvue, orchestrator, uiservice, and plugin",CTET-3762,79894,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,02/Jul/24 11:47 AM,05/Jul/24 1:57 PM,09/Jul/24 3:47 PM,03/Jul/24 11:21 AM,,0,,,,,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7031a268,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,0.0,,,,,,,,,,,,,2|i06ylc:m,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_84842591,,,,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,Done,05/Jul/24 1:57 PM
Support Manta PCBA TEST,CTET-3757,79873,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,01/Jul/24 7:22 AM,03/Jul/24 8:55 AM,09/Jul/24 3:47 PM,01/Jul/24 7:23 AM,,0,,,,,,,Ian Gills,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@56803659,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,0.0,,,,,,,,,,,,,2|i06yo0:zqr,,,,,,,,,,,,,,,CTET 62624,CTET 070324,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_50184,,,,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,In Progress,01/Jul/24 7:23 AM
Manta PCBA Nest: design SWD connector retainer block,CTET-3753,79859,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,28/Jun/24 3:59 PM,05/Jul/24 8:58 AM,09/Jul/24 3:47 PM,01/Jul/24 9:53 AM,,0,,,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,28/Jun/24 3:59 PM;712020:cdffb633-796d-417e-9c44-667e697189ff;image-20240628-225957.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51200,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ef2e33c,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,0.0,,,,,,,,,,,,,2|i06qne:,,,,,,,,,,,,,,,CTET 62624,CTET 070324,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_237251351,,,,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,In Progress,01/Jul/24 9:53 AM
Order ALC Lower-Level Fixture Plates,CTET-3744,79845,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,28/Jun/24 9:37 AM,09/Jul/24 11:47 AM,09/Jul/24 3:47 PM,09/Jul/24 11:47 AM,,0,,,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@63d45f8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2968,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,,,,,,0.0,,,,,,,,,,,,,2|i06yn1:,,,,,,,,,,,,,,,CTET 62624,CTET 070324,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_958194823_*|*_10001_*:*_1_*:*_0,,,,,78152,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,Done,09/Jul/24 11:47 AM
Complete manta locating fixture for manta PCB tester,CTET-3743,79844,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,28/Jun/24 9:36 AM,09/Jul/24 1:42 PM,09/Jul/24 3:47 PM,28/Jun/24 9:36 AM,,0,,,,,,,Dillon Dawson,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3c270449,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06zgh:,,,,,,,,,,,,,,,CTET 62624,CTET 070324,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_308,,,,,,,Done,09/Jul/24 1:42 PM
Manta 9 - bed of nails quote,CTET-3742,79843,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,28/Jun/24 9:19 AM,08/Jul/24 9:01 AM,09/Jul/24 3:47 PM,,,0,,,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@59e62e47,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06zg9:,,,,,,,,,,,,,,,CTET 62624,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,To Do,28/Jun/24 9:19 AM
Manta PCBA Nest - Install Cover,CTET-3739,79840,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,28/Jun/24 9:17 AM,03/Jul/24 8:55 AM,09/Jul/24 3:47 PM,,,0,,,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2263af72,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,0.0,,,,,,,,,,,,,2|i06zfl:,,,,,,,,,,,,,,,CTET 62624,CTET 070324,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,To Do,28/Jun/24 9:17 AM
Manta PCBA Nest - Print Cover,CTET-3738,79839,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,28/Jun/24 9:17 AM,03/Jul/24 8:55 AM,09/Jul/24 3:47 PM,,,0,,,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@49c5d6a3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,0.0,,,,,,,,,,,,,2|i06zfd:,,,,,,,,,,,,,,,CTET 62624,CTET 070324,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,To Do,28/Jun/24 9:17 AM
Manta PCBA Nest - Design Cover,CTET-3737,79838,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,28/Jun/24 9:17 AM,03/Jul/24 8:54 AM,09/Jul/24 3:47 PM,01/Jul/24 9:53 AM,,0,,,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@36e1074a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,0.0,,,,,,,,,,,,,2|i06qnb:,,,,,,,,,,,,,,,CTET 62624,CTET 070324,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_261416636,,,,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,In Progress,01/Jul/24 9:53 AM
Setup of Temperature Test to be powered on with only 24V power ( so fully low voltage test) ,CTET-3728,79817,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,27/Jun/24 11:34 AM,08/Jul/24 11:51 AM,09/Jul/24 3:47 PM,08/Jul/24 11:51 AM,31/Jul/24 12:00 AM,0,EOL_INV_SW,NPI1B,R2-Inverter,,,,aaron.zetley,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@917d39e,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3002,24-Q2-KR3.2: Inverter Production Code Merged to Main,,,,,,0.0,,,,,,,,,,,,,2|i06zzl:,,,,,2.0,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_951436030,,,,,78303,24-Q2-KR3.2: Inverter Production Code Merged to Main,In Progress,08/Jul/24 11:51 AM
Tester Build Shadowing,CTET-3725,79806,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Rick Sanner,712020:4255348e-78b9-4f22-ba9d-fbe0b881fbdf,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,26/Jun/24 3:57 PM,08/Jul/24 4:35 PM,26/Jun/24 3:57 PM,08/Jul/24 4:35 PM,,0,,,,,,,Mazin Almaqablah,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@74022612,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,0.0,,,,,,,,,,,,,2|i070gl:,,,,,,,,,,,,,,,CTET 62624,CTET 070324,,,,,,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1039098042,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",In Progress,08/Jul/24 4:35 PM
