Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Defect),Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
create plan to test hardware and hit X resolution,CTET-5605,82881,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,18/Sep/24 3:58 PM,24/Sep/24 2:56 PM,25/Sep/24 1:18 PM,24/Sep/24 2:56 PM,,0,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@12e1f2ae,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,{},,,,,CTET-5244,PWRMicro - PCBA FCT (One Line),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fu9:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,10547_*:*_1_*:*_10975828_*|*_3_*:*_1_*:*_83534607_*|*_10000_*:*_1_*:*_420172154_*|*_10001_*:*_1_*:*_0,"23/Sep/24 12:43 PM;712020:7f94a73c-76ef-4e49-955f-0610691041b5;we are using the 1547 spec for testing, this is assumed it is IEEE 1547

""interconnection of energy storage distrusted energy resources with electric power systems""



I have reached out to Bayaretesteg Hopkins, Nirja Vakil, and Pat Cruz for more details on this test. Mazin has reached out to Kerian, we are waiting for support from compliance as a justification for a 0.05% sensor",24/Sep/24 11:54 AM;712020:7f94a73c-76ef-4e49-955f-0610691041b5;Pat Cruz is setting up a meeting to review the requirements on Wednesday due to his travel schedule,82481,PWRMicro - PCBA FCT (One Line),Done,24/Sep/24 2:56 PM
create plan to test the AC supplies with pwrmicro,CTET-5604,82880,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,18/Sep/24 3:58 PM,20/Sep/24 9:05 AM,25/Sep/24 1:18 PM,20/Sep/24 9:05 AM,,0,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7df7e635,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5244,PWRMicro - PCBA FCT (One Line),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fut:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_148047681_*|*_10001_*:*_1_*:*_0,,,82481,PWRMicro - PCBA FCT (One Line),Done,20/Sep/24 9:05 AM
create plan to test the DC supplies with pwrmicro,CTET-5603,82879,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,18/Sep/24 3:57 PM,20/Sep/24 9:05 AM,25/Sep/24 1:18 PM,20/Sep/24 9:05 AM,,0,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5d4ee4a5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5244,PWRMicro - PCBA FCT (One Line),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ful:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_148052563_*|*_10001_*:*_1_*:*_0,,,82481,PWRMicro - PCBA FCT (One Line),Done,20/Sep/24 9:05 AM
Hold review with scott on test spec vs design,CTET-5602,82878,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,18/Sep/24 3:47 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@46fb677c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ftt:,,,,,,,,,,,,,,,,,,,,,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,In Progress,24/Sep/24 7:31 AM
add Relay safe state switching (last gasp activation) test,CTET-5601,82877,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,18/Sep/24 3:47 PM,24/Sep/24 7:22 AM,25/Sep/24 1:18 PM,24/Sep/24 7:22 AM,,0,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@343834e9,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fu5:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_62946489_*|*_10000_*:*_1_*:*_425183037_*|*_10001_*:*_1_*:*_0,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,Done,24/Sep/24 7:22 AM
add GEN efuse Power-on reset; soft short; hard short; and power on into a short tests ,CTET-5600,82876,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,18/Sep/24 3:47 PM,24/Sep/24 7:22 AM,25/Sep/24 1:18 PM,24/Sep/24 7:22 AM,,0,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28a2376c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ftx:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_62946302_*|*_10000_*:*_1_*:*_425200133_*|*_10001_*:*_1_*:*_0,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,Done,24/Sep/24 7:22 AM
Update Manta Test Spec for NPI 2B,CTET-5599,82875,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,18/Sep/24 3:44 PM,24/Sep/24 11:53 AM,25/Sep/24 1:18 PM,24/Sep/24 11:53 AM,,0,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@772e626b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ftv:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_79170906_*|*_10000_*:*_1_*:*_425378212_*|*_10001_*:*_1_*:*_0,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,Done,24/Sep/24 11:53 AM
Create flowchart for pulse tester,CTET-5598,82874,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,18/Sep/24 3:31 PM,23/Sep/24 10:45 AM,25/Sep/24 1:18 PM,23/Sep/24 10:45 AM,,0,,,Mars,,,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,,,,,,,,,,,,,,,,18/Sep/24 3:31 PM;712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9;Drawing.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51765,18/Sep/24 3:31 PM;712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9;Drawing.vsdx;https://neurio.atlassian.net/rest/api/3/attachment/content/51766,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@65830629,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07eel:,,,,,5.0,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_414861528_*|*_10001_*:*_1_*:*_0,,,,,Done,23/Sep/24 10:45 AM
Consolidate test specs notes and confluence into one place ALC/ALP,CTET-5597,82873,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,18/Sep/24 3:20 PM,25/Sep/24 9:52 AM,18/Sep/24 3:21 PM,,,0,,,Mazin Almaqablah,,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15ea9496,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ft9:,,,,,,,,,,,,,,,,,,,,,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,To Do,18/Sep/24 3:20 PM
Consolidate test specs notes and confluence into one place BIC/BIP,CTET-5596,82872,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,18/Sep/24 3:20 PM,25/Sep/24 9:52 AM,18/Sep/24 3:21 PM,,,0,,,Mazin Almaqablah,,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@72b8069c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ft1:,,,,,,,,,,,,,,,,,,,,,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,To Do,18/Sep/24 3:20 PM
Roadmap/OKRs touchups,CTET-5595,82871,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,18/Sep/24 3:19 PM,24/Sep/24 9:11 AM,18/Sep/24 3:21 PM,24/Sep/24 9:11 AM,,0,,,Mazin Almaqablah,,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@51bebb3e,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fst:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_496336772_*|*_10001_*:*_1_*:*_0,,,,,Done,24/Sep/24 9:11 AM
Tester manual template ppt,CTET-5594,82870,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,18/Sep/24 3:19 PM,25/Sep/24 9:52 AM,18/Sep/24 3:21 PM,,,0,,,Mazin Almaqablah,,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@732c3a1f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fsl:,,,,,,,,,,,,,,,,,,,,,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,To Do,18/Sep/24 3:19 PM
Add LV params to click house,CTET-5555,82831,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,18/Sep/24 1:52 PM,19/Sep/24 10:52 AM,25/Sep/24 1:18 PM,19/Sep/24 10:52 AM,,0,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5d652d00,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fk5:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_75560097_*|*_10000_*:*_1_*:*_7053_*|*_10001_*:*_1_*:*_0,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,19/Sep/24 10:52 AM
Update ALC/ALP/BIC/BIP Schematics with Design Review Feedback,CTET-5542,82818,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Sep/24 1:29 PM,24/Sep/24 4:36 PM,25/Sep/24 1:18 PM,24/Sep/24 4:36 PM,,0,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@46ab8890,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fff:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_529634272_*|*_10001_*:*_1_*:*_0,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,24/Sep/24 4:36 PM
Update Manta Schematics with Design Review Feedback,CTET-5541,82817,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Sep/24 1:29 PM,24/Sep/24 4:55 PM,25/Sep/24 1:18 PM,24/Sep/24 4:55 PM,,0,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@79a780cd,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fet:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_530772882_*|*_10001_*:*_1_*:*_0,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,Done,24/Sep/24 4:55 PM
DLG-Pulse - Draw basic schematics for base-line tester framework,CTET-5540,82816,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Sep/24 1:28 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67962aca,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5547,DLG Pulse - Test Cabinet Build,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fft:,,,,,4.0,,,,,,,,,,,,,,,,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,82823,DLG Pulse - Test Cabinet Build,In Progress,20/Sep/24 7:51 AM
DLG Pulse - Create One-line,CTET-5539,82815,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Sep/24 1:26 PM,20/Sep/24 3:27 PM,25/Sep/24 1:18 PM,20/Sep/24 3:27 PM,,0,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22e13802,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5547,DLG Pulse - Test Cabinet Build,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fg5:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,10547_*:*_1_*:*_3619_*|*_3_*:*_1_*:*_27349844_*|*_10000_*:*_1_*:*_152661436_*|*_10001_*:*_1_*:*_0,,,82823,DLG Pulse - Test Cabinet Build,Done,20/Sep/24 3:27 PM
DLG Pulse - Order Lond Lead items,CTET-5538,82814,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Sep/24 1:26 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1ef1c8b8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5547,DLG Pulse - Test Cabinet Build,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ffx:,,,,,,,,,,,,,,,,,,,,,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,82823,DLG Pulse - Test Cabinet Build,In Progress,20/Sep/24 7:51 AM
