Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Defect),Outward issue link (Defect),Outward issue link (Defect),Attachment,Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Schematics - Harting Bulkhead,CTET-5053,82160,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:19 AM,06/Sep/24 3:19 PM,11/Sep/24 9:36 AM,06/Sep/24 3:19 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@69dd315b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2j:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_85051717_*|*_10000_*:*_1_*:*_37380972_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,06/Sep/24 3:19 PM
Schematics - Safety Circuit,CTET-5052,82159,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:18 AM,05/Sep/24 3:41 PM,11/Sep/24 9:36 AM,05/Sep/24 3:41 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@70e95ae5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2q:i,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_37372396_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,05/Sep/24 3:41 PM
Schematics - 12v Supply and Bus,CTET-5051,82158,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:18 AM,05/Sep/24 3:41 PM,11/Sep/24 9:36 AM,05/Sep/24 3:41 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@56fc088b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2q:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_25057120_*|*_10000_*:*_1_*:*_12320717_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,05/Sep/24 3:41 PM
Schematics - 24v Supply and Bus,CTET-5050,82157,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:18 AM,05/Sep/24 3:41 PM,11/Sep/24 9:36 AM,05/Sep/24 3:41 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6106d38f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2r:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_25056896_*|*_10000_*:*_1_*:*_12330253_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,05/Sep/24 3:41 PM
Schematics - HV AC Supply,CTET-5049,82156,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:18 AM,06/Sep/24 3:19 PM,11/Sep/24 9:36 AM,06/Sep/24 3:19 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@51e52652,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2n:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_85071590_*|*_10000_*:*_1_*:*_37402552_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,06/Sep/24 3:19 PM
Schematics - HV DC Supply,CTET-5048,82155,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:18 AM,06/Sep/24 3:19 PM,11/Sep/24 9:36 AM,06/Sep/24 3:19 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28535c79,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2l:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_85071205_*|*_10000_*:*_1_*:*_37408500_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,06/Sep/24 3:19 PM
Schematics - Facility Feed,CTET-5047,82154,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:18 AM,05/Sep/24 3:41 PM,11/Sep/24 9:36 AM,05/Sep/24 3:41 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3a2a5c2a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2t:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_25058344_*|*_10000_*:*_1_*:*_12354485_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,05/Sep/24 3:41 PM
Order Enclosures from Steven Engineering,CTET-5046,82153,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:17 AM,05/Sep/24 8:43 AM,11/Sep/24 9:36 AM,05/Sep/24 8:43 AM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b687fd5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c3d:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_12386736_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,05/Sep/24 8:43 AM
Order Power Supplies from Rexgear,CTET-5045,82152,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:17 AM,05/Sep/24 8:43 AM,11/Sep/24 9:36 AM,05/Sep/24 8:43 AM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5371e3ed,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c35:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_12399492_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,05/Sep/24 8:43 AM
BIC/BIP - Meet with tester owner to confirm coverage and needed adds,CTET-5044,82151,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:16 AM,05/Sep/24 8:43 AM,11/Sep/24 9:36 AM,05/Sep/24 8:43 AM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b5ee753,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2x:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_12413621_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,05/Sep/24 8:43 AM
ALC/ALP - Meet with tester owner to confirm coverage and needed adds,CTET-5043,82150,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:16 AM,05/Sep/24 8:43 AM,11/Sep/24 9:36 AM,05/Sep/24 8:43 AM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@196c51e2,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2p:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_12418893_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,05/Sep/24 8:43 AM
Gather Gerber Files (ALP),CTET-5042,82149,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 7:11 PM,10/Sep/24 8:53 AM,11/Sep/24 9:36 AM,10/Sep/24 8:52 AM,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@9e71112,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2h:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_481238082_*|*_10001_*:*_1_*:*_0,,,,,,,Done,10/Sep/24 8:52 AM
Get updated .step file for vendor package,CTET-5035,82142,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:49 PM,10/Sep/24 8:52 AM,11/Sep/24 9:36 AM,10/Sep/24 8:52 AM,05/Sep/24 12:00 AM,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3dc211e2,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,Mechanical - ALC FCT (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c0x:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_482569882_*|*_10001_*:*_1_*:*_0,,,,,81561,Mechanical - ALC FCT (NPI 2),Done,10/Sep/24 8:52 AM
Create RFQ Overview Sheet,CTET-5034,82141,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:49 PM,10/Sep/24 8:52 AM,11/Sep/24 9:36 AM,10/Sep/24 8:52 AM,05/Sep/24 12:00 AM,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2616521b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,Mechanical - ALC FCT (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c0p:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_407420172_*|*_10000_*:*_1_*:*_75193144_*|*_10001_*:*_1_*:*_0,,,,,81561,Mechanical - ALC FCT (NPI 2),Done,10/Sep/24 8:52 AM
Gather Gerber Files,CTET-5033,82140,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:48 PM,05/Sep/24 3:58 PM,11/Sep/24 9:36 AM,05/Sep/24 3:58 PM,05/Sep/24 12:00 AM,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@674d8157,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,Mechanical - ALC FCT (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c0h:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_76215534_*|*_10001_*:*_1_*:*_0,,,,,81561,Mechanical - ALC FCT (NPI 2),Done,05/Sep/24 3:58 PM
Identify and Evaluate Potential Vendors,CTET-5023,82130,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:44 PM,06/Sep/24 10:23 AM,11/Sep/24 9:36 AM,06/Sep/24 10:23 AM,,0,,"Research and identify multiple vendors capable of delivering the mechanical fixture within the aggressive timeline. Evaluate their capabilities, past performance, and compliance with required standards. Compile a list of potential vendors for further consideration.",,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67bd8c19,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,Mechanical - ALC FCT (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07by9:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_142750054_*|*_10001_*:*_1_*:*_0,,,,,81561,Mechanical - ALC FCT (NPI 2),Done,06/Sep/24 10:23 AM
Submit RFQ for PWRMicro Functional Tester for NPI 1B,CTET-5020,82127,Story,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:26 PM,10/Sep/24 8:52 AM,11/Sep/24 9:36 AM,,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@26656357,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ria:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,To Do,04/Sep/24 6:26 PM
Handoff Test Tracking to Jan,CTET-5019,82126,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:25 PM,10/Sep/24 8:51 AM,11/Sep/24 9:36 AM,10/Sep/24 8:51 AM,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22e7433,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bxd:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_483995052_*|*_10000_*:*_1_*:*_8750_*|*_10001_*:*_1_*:*_0,,,,,,,Done,10/Sep/24 8:51 AM
Handoff ALP Analysis to Rob,CTET-5018,82125,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:24 PM,10/Sep/24 8:51 AM,11/Sep/24 9:36 AM,10/Sep/24 8:51 AM,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@504e5fd4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bx5:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_483990234_*|*_10000_*:*_1_*:*_31873_*|*_10001_*:*_1_*:*_0,,,,,,,Done,10/Sep/24 8:51 AM
